Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
38.0,Male,101.4,2.0,190.0,169.0,63.0,1.37,1772.0,Cardio,20.7,2.6,4.0,1.0,38.99
36.0,Female,77.6,1.6,183.0,165.0,72.0,0.66,1208.0,Cardio,25.6,1.7,3.0,1.0,12.44
28.0,Female,44.7,1.68,166.0,160.0,62.0,0.99,1672.0,Yoga,28.6,1.5,2.0,3.0,17.59
40.0,Male,79.9,1.51,175.0,169.0,64.0,1.44,1277.0,Yoga,26.2,1.5,5.0,3.0,14.09
45.0,Female,70.2,1.82,167.0,139.0,67.0,1.32,953.0,Strength,10.0,1.5,4.0,2.0,13.6
40.0,Female,44.2,1.7,161.0,160.0,64.0,1.71,979.0,Yoga,23.7,3.4,3.0,2.0,24.1
49.0,Male,90.6,1.78,181.0,130.0,63.0,1.27,1002.0,Strength,28.2,2.3,3.0,2.0,15.66
40.0,Female,56.8,1.54,166.0,167.0,71.0,1.06,1225.0,Yoga,27.6,1.7,4.0,1.0,12.32
51.0,Female,48.7,1.5,168.0,140.0,58.0,0.93,1108.0,Cardio,27.3,3.2,2.0,2.0,12.32
41.0,Female,72.3,1.66,165.0,142.0,74.0,1.4,758.0,Cardio,25.6,3.6,4.0,1.0,23.85
43.0,Female,68.0,1.78,183.0,120.0,58.0,2.0,1030.0,HIIT,22.8,1.5,4.0,2.0,17.25
44.0,Male,46.7,1.81,191.0,132.0,58.0,1.45,1113.0,Cardio,10.0,3.5,4.0,3.0,23.21
30.0,Male,59.4,1.87,190.0,122.0,50.0,1.77,1337.0,Yoga,25.5,2.8,4.0,1.0,23.2
18.0,Female,75.9,1.7,183.0,151.0,51.0,1.01,1289.0,HIIT,30.1,3.2,2.0,1.0,24.94
47.0,Female,45.1,1.73,193.0,152.0,57.0,1.25,918.0,Strength,29.7,2.8,3.0,3.0,14.58
25.0,Female,64.6,1.51,194.0,127.0,55.0,1.4,1155.0,Cardio,26.9,3.5,2.0,3.0,17.74
18.0,Female,68.7,1.6,163.0,135.0,61.0,1.05,367.0,Yoga,23.1,3.6,3.0,2.0,33.26
45.0,Female,61.1,1.74,171.0,164.0,69.0,1.16,1019.0,Yoga,19.6,2.8,3.0,1.0,16.37
47.0,Female,70.1,1.71,199.0,139.0,74.0,1.15,1238.0,Cardio,25.1,2.5,4.0,1.0,19.95
28.0,Male,50.3,1.81,176.0,156.0,70.0,1.46,1143.0,Strength,31.8,1.9,3.0,1.0,26.47
18.0,Female,66.8,1.62,161.0,169.0,74.0,1.57,1410.0,HIIT,30.2,3.3,3.0,2.0,22.63
28.0,Male,59.9,1.7,169.0,163.0,65.0,1.26,1474.0,Yoga,11.7,2.9,4.0,1.0,33.85
41.0,Male,52.8,1.68,192.0,132.0,59.0,1.47,1709.0,Cardio,29.6,3.5,4.0,1.0,12.32
51.0,Female,62.7,1.73,198.0,140.0,50.0,1.98,1656.0,Strength,18.2,3.6,4.0,2.0,33.87
34.0,Male,76.4,1.84,164.0,161.0,69.0,1.2,978.0,Cardio,17.0,3.0,3.0,1.0,21.69
52.0,Male,54.7,1.93,193.0,135.0,62.0,2.0,416.0,Cardio,31.9,3.2,2.0,2.0,34.32
18.0,Female,49.0,1.72,190.0,153.0,60.0,0.72,862.0,HIIT,24.4,2.8,4.0,3.0,17.26
30.0,Male,46.3,1.59,166.0,133.0,54.0,1.33,1001.0,Strength,23.8,2.2,2.0,2.0,17.74
35.0,Female,68.2,1.7,178.0,137.0,52.0,2.0,1181.0,HIIT,23.5,3.3,3.0,2.0,31.92
36.0,Female,85.1,1.67,184.0,131.0,53.0,1.03,608.0,Yoga,19.7,2.1,4.0,2.0,20.8
33.0,Female,59.8,2.0,188.0,144.0,70.0,2.0,1337.0,HIIT,32.9,3.1,3.0,1.0,14.17
56.0,Female,63.7,1.74,161.0,158.0,65.0,1.94,1297.0,Yoga,28.6,3.2,3.0,3.0,14.53
34.0,Male,40.0,1.68,183.0,167.0,64.0,1.45,1642.0,Yoga,28.2,2.3,3.0,2.0,17.03
56.0,Male,64.7,1.78,199.0,129.0,62.0,1.1,941.0,HIIT,11.5,2.4,3.0,2.0,13.72
28.0,Male,56.5,1.73,198.0,136.0,74.0,1.23,991.0,Strength,14.5,3.6,5.0,1.0,13.82
18.0,Male,56.9,1.74,180.0,149.0,59.0,0.89,1441.0,Cardio,22.0,3.2,2.0,2.0,19.82
18.0,Male,115.8,1.68,177.0,150.0,74.0,1.11,629.0,Strength,24.2,3.6,5.0,2.0,20.56
45.0,Male,46.0,1.76,165.0,135.0,69.0,1.05,1121.0,Yoga,24.0,1.5,5.0,2.0,28.92
47.0,Female,46.9,1.91,162.0,145.0,53.0,1.17,733.0,HIIT,23.8,1.5,3.0,2.0,14.88
49.0,Male,110.8,1.62,162.0,169.0,59.0,1.34,1783.0,Cardio,11.5,1.7,4.0,2.0,21.26
19.0,Male,97.4,1.75,173.0,144.0,56.0,1.27,917.0,HIIT,27.1,3.2,4.0,2.0,28.45
42.0,Male,117.7,1.71,198.0,149.0,74.0,0.89,943.0,Cardio,23.7,1.8,4.0,1.0,26.89
24.0,Female,91.2,1.66,167.0,129.0,60.0,1.27,314.0,HIIT,30.8,3.4,5.0,1.0,21.76
18.0,Female,100.3,1.83,168.0,125.0,74.0,1.21,746.0,Yoga,23.3,3.4,5.0,1.0,18.634999999999998
28.0,Male,51.1,1.66,161.0,154.0,65.0,0.86,944.0,HIIT,31.1,3.3,5.0,2.0,19.67
18.0,Male,79.0,1.64,191.0,150.0,74.0,1.37,1741.0,Yoga,16.9,1.9,4.0,2.0,30.73
44.0,Female,65.0,1.57,165.0,168.0,70.0,1.02,1232.0,Cardio,27.9,3.6,3.0,1.0,32.75
24.0,Male,86.3,1.71,191.0,150.0,50.0,1.33,1166.0,Yoga,33.3,1.8,3.0,1.0,18.7
39.0,Male,43.3,1.68,184.0,128.0,51.0,1.5,712.0,Cardio,13.2,1.5,2.0,2.0,17.06
18.0,Male,50.6,2.0,179.0,133.0,65.0,1.85,1265.0,Strength,19.8,2.7,3.0,2.0,20.88
52.0,Male,40.0,1.71,165.0,157.0,74.0,1.64,1001.0,HIIT,18.6,2.8,4.0,2.0,17.27
18.0,Female,59.9,1.76,179.0,169.0,66.0,1.26,1024.0,Cardio,24.3,2.1,3.0,1.0,18.69
56.0,Female,59.1,2.0,177.0,146.0,58.0,0.94,1277.0,Yoga,14.1,3.4,3.0,2.0,16.29
24.0,Female,62.8,1.68,177.0,163.0,53.0,2.0,1005.0,HIIT,25.9,2.9,4.0,1.0,19.91
59.0,Female,72.8,1.65,172.0,165.0,55.0,1.17,1104.0,HIIT,15.4,3.4,3.0,1.0,14.86
29.0,Female,65.0,1.77,194.0,152.0,66.0,1.34,715.0,HIIT,25.2,1.8,2.0,1.0,23.25
18.0,Female,74.2,1.85,177.0,151.0,66.0,2.0,1104.0,HIIT,28.0,1.5,3.0,1.0,18.634999999999998
46.0,Female,61.2,1.79,190.0,157.0,72.0,1.05,947.0,Strength,22.6,2.5,3.0,1.0,17.28
27.0,Female,63.3,1.9,183.0,148.0,67.0,0.58,933.0,HIIT,20.0,3.2,4.0,2.0,22.45
40.0,Female,95.3,1.86,171.0,130.0,67.0,1.46,796.0,\nStrength,10.0,2.0,4.0,1.0,22.23
42.0,Female,73.6,1.73,182.0,159.0,66.0,1.65,1265.0,Cardio,23.2,2.4,2.0,2.0,18.634999999999998
35.0,Male,124.8,1.75,176.0,161.0,59.0,1.2,1240.0,Yoga,10.0,3.3,3.0,2.0,28.03
18.0,Male,75.4,1.97,177.0,136.0,67.0,0.76,1371.0,HIIT,29.7,3.1,2.0,1.0,15.43
46.0,Male,49.8,1.91,160.0,146.0,65.0,2.0,1009.0,HIIT,29.4,3.0,3.0,3.0,12.84
18.0,Male,61.0,1.67,163.0,139.0,70.0,1.22,361.0,Strength,27.4,3.4,2.0,3.0,17.17
47.0,Male,100.2,1.67,196.0,151.0,73.0,1.48,953.0,Strength,24.5,3.2,3.0,2.0,26.79
33.0,Female,73.0,1.69,196.0,135.0,67.0,1.93,881.0,Yoga,10.0,2.2,2.0,2.0,23.54
30.0,Male,88.2,1.72,191.0,155.0,54.0,1.28,911.0,Strength,27.2,2.2,4.0,3.0,15.42
34.0,Female,61.7,1.81,183.0,141.0,72.0,0.98,1443.0,HIIT,31.4,2.6,4.0,3.0,20.6
30.0,Male,120.0,1.79,187.0,141.0,51.0,2.0,1508.0,Yoga,24.3,2.5,4.0,1.0,21.36
30.0,Male,45.4,1.73,197.0,151.0,50.0,1.27,1200.0,Cardio,23.1,3.6,4.0,3.0,17.33
30.0,Male,40.0,1.87,186.0,140.0,56.0,1.57,848.0,Strength,26.6,2.6,5.0,1.0,12.87
22.0,Male,129.9,1.62,185.0,141.0,52.0,1.62,571.0,Strength,27.2,1.8,4.0,2.0,12.32
53.0,Female,71.9,2.0,191.0,161.0,74.0,1.6,1286.0,Cardio,29.0,3.7,5.0,2.0,12.32
44.0,Female,115.6,1.5,186.0,145.0,55.0,1.65,1075.0,HIIT,25.1,3.5,2.0,1.0,18.41
26.0,Female,64.7,1.61,197.0,137.0,74.0,1.48,1088.0,HIIT,25.1,2.2,5.0,2.0,24.23
52.0,Male,58.2,1.71,182.0,161.0,50.0,1.49,1364.0,HIIT,28.7,3.5,3.0,2.0,21.89
49.0,Male,53.8,1.81,185.0,169.0,71.0,1.56,1345.0,Strength,25.3,2.4,4.0,2.0,19.34
26.0,Female,63.6,1.77,173.0,145.0,55.0,1.29,1586.0,Strength,18.9,2.8,3.0,1.0,22.45
23.0,Male,62.3,1.68,167.0,122.0,74.0,1.69,772.0,Cardio,21.1,3.3,3.0,1.0,12.98
26.0,Male,55.9,1.61,192.0,146.0,74.0,1.0,1133.0,Cardio,21.1,2.6,5.0,1.0,21.42
41.0,Female,65.7,1.57,170.0,169.0,71.0,1.13,708.0,Yoga,26.5,1.9,5.0,1.0,12.32
59.0,Female,65.5,1.78,168.0,139.0,56.0,1.26,505.0,Strength,22.8,2.0,2.0,2.0,28.6
39.0,Female,90.5,1.73,175.0,169.0,51.0,2.0,883.0,HIIT,30.8,3.6,3.0,2.0,20.06
28.0,Female,40.0,1.81,194.0,164.0,57.0,1.57,1070.0,Yoga,21.3,3.4,3.0,1.0,37.33
48.0,Male,40.0,1.67,169.0,168.0,57.0,2.0,833.0,Strength,17.8,2.2,3.0,3.0,12.32
54.0,Female,76.8,1.79,189.0,132.0,64.0,1.32,815.0,Strength,20.7,2.1,4.0,1.0,20.66
26.0,Female,92.4,1.59,165.0,169.0,55.0,1.49,1783.0,HIIT,24.9,1.5,4.0,2.0,22.09
28.0,Male,88.5,1.64,160.0,163.0,50.0,1.25,1190.0,Cardio,31.7,3.2,3.0,1.0,26.98
52.0,Female,54.3,1.73,185.0,137.0,57.0,2.0,1783.0,Yoga,20.5,3.1,3.0,2.0,22.75
23.0,Male,71.2,1.56,170.0,140.0,68.0,0.79,1014.0,Yoga,21.8,3.5,4.0,1.0,13.25
26.0,Female,64.1,1.68,190.0,168.0,55.0,1.35,1175.0,Strength,28.1,3.4,2.0,2.0,39.84
18.0,Female,45.3,1.75,190.0,169.0,69.0,0.82,808.0,Cardio,28.4,3.7,2.0,3.0,26.5
21.0,Female,76.0,1.72,196.0,160.0,73.0,1.51,1306.0,Strength,28.8,3.5,3.0,3.0,12.32
41.0,Female,40.0,1.69,192.0,138.0,66.0,0.95,1556.0,Yoga,26.0,2.6,4.0,1.0,19.94
30.0,Male,129.9,1.78,189.0,120.0,74.0,1.51,828.0,Yoga,20.0,1.5,2.0,1.0,30.83
27.0,Female,62.9,1.73,187.0,157.0,54.0,0.99,569.0,Strength,27.9,2.4,4.0,1.0,28.52
28.0,Male,69.3,1.99,183.0,154.0,62.0,1.97,827.0,Strength,14.4,1.5,4.0,2.0,18.72
38.0,Male,60.6,1.81,170.0,159.0,71.0,1.45,577.0,Cardio,24.8,3.7,3.0,3.0,13.74
59.0,Female,40.0,1.65,179.0,163.0,71.0,1.93,823.0,Cardio,23.4,3.4,3.0,1.0,22.78
33.0,Female,56.6,2.0,173.0,131.0,71.0,1.65,680.0,Strength,24.1,1.9,3.0,2.0,37.62
27.0,Female,75.2,1.96,172.0,132.0,61.0,1.22,829.0,HIIT,14.9,2.7,3.0,1.0,21.52
25.0,Male,42.2,1.82,185.0,140.0,56.0,0.86,373.0,Strength,17.9,3.5,4.0,2.0,29.27
29.0,Female,57.0,1.7,168.0,160.0,61.0,0.74,976.0,Yoga,17.7,2.8,4.0,3.0,12.32
32.0,Female,40.0,1.89,177.0,134.0,71.0,1.37,1270.0,HIIT,23.9,1.9,3.0,2.0,18.0
49.0,Male,128.5,1.96,196.0,138.0,68.0,0.5,1165.0,Cardio,26.1,3.4,2.0,1.0,22.89
28.0,Female,45.0,1.8,187.0,162.0,74.0,1.82,1395.0,Strength,23.2,2.7,4.0,3.0,12.32
18.0,Female,78.5,1.81,190.0,127.0,74.0,1.38,466.0,Yoga,29.9,1.7,4.0,3.0,15.7
50.0,Female,49.4,1.91,188.0,131.0,74.0,1.11,963.0,Strength,17.6,2.7,2.0,1.0,17.89
27.0,Female,50.3,1.66,180.0,131.0,74.0,1.12,677.0,Cardio,27.6,1.8,2.0,2.0,39.72
40.0,Female,61.0,1.88,171.0,138.0,62.0,1.38,1180.0,HIIT,24.9,2.0,2.0,3.0,12.32
59.0,Male,79.3,1.79,198.0,162.0,74.0,1.78,933.0,Strength,25.2,2.7,4.0,2.0,16.0
57.0,Female,40.0,1.62,190.0,123.0,57.0,1.43,1093.0,Yoga,25.2,3.2,5.0,1.0,21.11
18.0,Male,50.0,1.69,196.0,143.0,53.0,1.37,1115.0,Yoga,21.6,2.7,4.0,2.0,28.53
18.0,Male,48.6,1.95,175.0,152.0,57.0,1.87,862.0,Strength,23.1,1.6,3.0,1.0,12.32
26.0,Male,91.3,1.63,186.0,156.0,67.0,0.92,1091.0,Yoga,22.6,2.4,3.0,1.0,19.46
50.0,Female,102.2,1.65,198.0,157.0,64.0,1.64,1123.0,Yoga,17.3,3.3,4.0,2.0,17.77
48.0,Female,40.0,1.75,196.0,133.0,74.0,2.0,517.0,Cardio,12.8,2.5,4.0,1.0,12.32
41.0,Female,69.6,1.63,193.0,169.0,55.0,1.46,1157.0,Strength,27.9,3.7,4.0,1.0,32.29
23.0,Female,56.8,1.75,183.0,149.0,74.0,1.54,926.0,Strength,25.3,2.6,2.0,2.0,12.32
50.0,Female,99.4,1.7,181.0,120.0,58.0,0.88,694.0,Yoga,30.5,1.5,3.0,2.0,16.45
18.0,Male,51.4,1.83,195.0,141.0,54.0,0.97,1145.0,HIIT,23.7,1.7,2.0,3.0,16.63
22.0,Male,96.9,1.8,163.0,132.0,56.0,0.94,748.0,HIIT,21.7,2.5,4.0,2.0,24.29
26.0,Female,64.3,1.7,192.0,140.0,65.0,1.51,1236.0,Yoga,33.9,3.6,3.0,2.0,39.07
42.0,Female,40.0,1.72,197.0,139.0,74.0,1.64,1143.0,Yoga,24.0,1.5,3.0,2.0,19.15
37.0,Male,40.0,1.92,194.0,128.0,72.0,1.89,1753.0,Strength,10.0,3.4,5.0,1.0,15.24
30.0,Female,85.4,1.71,188.0,169.0,74.0,1.17,744.0,HIIT,21.6,3.6,4.0,2.0,20.15
33.0,Female,72.9,1.58,178.0,153.0,57.0,0.94,1139.0,HIIT,25.9,3.5,2.0,1.0,18.97
25.0,Female,48.8,1.84,186.0,168.0,65.0,1.68,972.0,Strength,25.0,1.7,3.0,2.0,16.6
18.0,Male,54.9,1.74,187.0,131.0,74.0,0.93,597.0,HIIT,24.3,3.2,3.0,3.0,18.89
38.0,Male,53.6,1.7,188.0,126.0,73.0,0.97,1083.0,Yoga,30.4,3.4,4.0,2.0,12.32
47.0,Male,77.9,1.76,164.0,139.0,59.0,1.29,1233.0,Cardio,34.0,2.8,2.0,1.0,15.38
35.0,Male,68.5,1.73,175.0,142.0,58.0,1.2,840.0,Cardio,19.3,2.1,2.0,3.0,12.32
59.0,Female,65.5,1.56,164.0,124.0,56.0,0.85,917.0,Cardio,29.4,3.7,2.0,2.0,18.27
28.0,Female,77.2,1.86,180.0,133.0,65.0,1.55,1710.0,Strength,26.5,1.6,4.0,3.0,17.34
32.0,Female,113.1,1.73,165.0,135.0,58.0,1.5,1081.0,Yoga,26.2,3.3,4.0,1.0,12.32
27.0,Female,53.7,1.75,167.0,137.0,74.0,2.0,788.0,Yoga,13.3,2.6,3.0,2.0,16.24
25.0,Male,61.3,1.77,173.0,167.0,50.0,1.88,1760.0,Strength,35.0,3.1,4.0,2.0,17.69
38.0,Male,41.1,1.67,184.0,133.0,74.0,0.63,804.0,HIIT,25.6,2.8,5.0,3.0,14.26
36.0,Male,78.2,1.63,191.0,169.0,74.0,2.0,1381.0,Cardio,23.1,2.7,3.0,2.0,21.82
35.0,Male,94.6,1.69,167.0,158.0,57.0,0.75,1534.0,Yoga,33.1,2.0,4.0,2.0,22.21
28.0,Female,68.8,1.73,198.0,169.0,66.0,1.46,1279.0,Yoga,31.4,1.6,3.0,1.0,12.38
27.0,Female,43.4,1.71,184.0,165.0,71.0,1.24,945.0,Strength,10.0,3.6,2.0,2.0,25.15
37.0,Female,40.0,1.81,164.0,139.0,62.0,1.35,658.0,Strength,15.4,2.8,4.0,1.0,18.634999999999998
40.0,Female,40.0,1.74,173.0,164.0,72.0,1.33,1194.0,HIIT,22.7,1.5,4.0,1.0,12.32
24.0,Male,70.3,1.87,191.0,127.0,62.0,1.75,1285.0,Yoga,23.9,1.5,2.0,3.0,14.32
18.0,Male,64.7,1.67,167.0,152.0,74.0,1.38,1506.0,HIIT,26.0,1.7,4.0,3.0,19.63
59.0,Male,61.0,1.62,191.0,162.0,74.0,1.69,499.0,HIIT,14.6,1.8,3.0,3.0,21.37
37.0,Female,44.2,1.61,168.0,164.0,73.0,1.13,1011.0,Yoga,28.8,2.5,4.0,3.0,14.92
18.0,Male,77.8,1.76,183.0,157.0,74.0,1.27,1086.0,HIIT,24.6,3.3,3.0,1.0,16.37
53.0,Male,53.5,1.71,195.0,169.0,54.0,1.04,900.0,Yoga,25.1,2.7,3.0,2.0,33.56
44.0,Male,63.7,1.62,176.0,166.0,54.0,1.16,1142.0,Cardio,23.0,3.2,5.0,2.0,12.32
28.0,Female,64.1,1.82,170.0,120.0,57.0,1.53,686.0,Yoga,16.3,2.7,2.0,2.0,13.85
33.0,Female,54.5,1.67,196.0,148.0,73.0,1.21,819.0,Strength,29.4,3.1,3.0,1.0,15.16
30.0,Female,40.0,1.93,180.0,143.0,74.0,1.94,916.0,Yoga,17.2,2.3,2.0,1.0,12.32
25.0,Female,68.8,1.73,182.0,133.0,74.0,1.65,851.0,\nStrength,28.8,1.8,3.0,3.0,12.32
18.0,Female,50.6,1.74,162.0,153.0,74.0,1.25,634.0,Strength,29.3,1.5,4.0,2.0,17.25
53.0,Female,68.9,1.6,191.0,155.0,70.0,0.89,874.0,Yoga,10.2,1.6,3.0,2.0,27.19
25.0,Male,100.4,1.76,173.0,169.0,58.0,0.85,1465.0,Cardio,30.4,1.8,3.0,1.0,17.45
58.0,Female,105.7,1.65,171.0,136.0,71.0,1.22,841.0,Cardio,32.0,3.4,3.0,3.0,13.66
18.0,Female,61.9,1.58,184.0,141.0,65.0,1.63,900.0,Yoga,25.2,3.7,2.0,1.0,18.23
50.0,Female,60.4,1.72,184.0,124.0,74.0,2.0,494.0,\tYoga,27.9,3.0,4.0,2.0,20.81
23.0,Male,56.2,1.58,184.0,141.0,71.0,2.0,640.0,Cardio,25.2,1.5,4.0,1.0,18.634999999999998
18.0,Female,42.6,1.56,180.0,169.0,62.0,1.27,1497.0,Strength,27.1,3.6,4.0,1.0,12.46
59.0,Female,97.4,1.57,199.0,153.0,70.0,0.73,877.0,Yoga,18.1,3.3,4.0,1.0,27.67
32.0,Male,58.7,1.73,161.0,130.0,69.0,1.07,733.0,Strength,28.6,1.9,3.0,3.0,12.87
21.0,Male,46.4,2.0,198.0,135.0,74.0,1.0,497.0,Cardio,29.7,1.8,2.0,1.0,23.07
32.0,Male,57.4,1.66,189.0,136.0,62.0,1.55,1068.0,HIIT,24.6,3.4,2.0,2.0,18.634999999999998
38.0,Male,87.9,1.75,183.0,130.0,74.0,1.54,1273.0,HIIT,24.2,1.6,3.0,1.0,12.32
40.0,Male,87.8,1.64,161.0,145.0,59.0,1.63,849.0,Cardio,22.5,2.6,4.0,2.0,17.55
52.0,Female,62.4,1.91,191.0,161.0,63.0,2.0,1783.0,Yoga,27.3,3.2,2.0,1.0,15.2
20.0,Female,65.7,1.81,189.0,165.0,55.0,1.66,733.0,Strength,35.0,3.5,4.0,2.0,25.06
23.0,Female,51.4,2.0,182.0,158.0,65.0,1.07,738.0,Strength,31.7,2.6,4.0,2.0,15.31
34.0,Female,75.2,2.0,196.0,141.0,73.0,1.13,753.0,HIIT,33.8,3.6,4.0,2.0,16.39
34.0,Male,77.7,1.81,187.0,149.0,54.0,1.08,842.0,Strength,33.0,3.0,2.0,3.0,12.32
23.0,Female,40.0,1.89,162.0,126.0,60.0,0.74,1237.0,Cardio,24.7,2.9,3.0,1.0,17.09
43.0,Female,80.5,1.68,190.0,135.0,58.0,1.1,1099.0,Yoga,21.7,2.1,5.0,1.0,25.52
18.0,Male,40.0,1.78,167.0,133.0,62.0,0.86,963.0,Yoga,16.9,3.7,4.0,3.0,21.42
28.0,Female,109.4,1.58,170.0,165.0,74.0,1.94,619.0,HIIT,21.9,2.2,5.0,1.0,21.16
57.0,Female,40.0,1.58,165.0,140.0,55.0,1.33,1783.0,Strength,24.7,2.6,4.0,1.0,14.94
18.0,Male,40.0,1.8,168.0,146.0,58.0,0.5,729.0,Strength,32.5,3.7,3.0,3.0,12.32
44.0,Female,79.5,1.73,184.0,155.0,56.0,1.57,1058.0,Yoga,17.8,2.6,4.0,2.0,25.45
21.0,Female,68.5,1.61,191.0,169.0,74.0,1.18,1278.0,Yoga,19.9,3.1,3.0,2.0,18.59
39.0,Female,65.6,1.75,164.0,158.0,66.0,1.09,1593.0,Cardio,23.7,3.1,4.0,2.0,23.89
44.0,Female,87.5,1.88,173.0,132.0,66.0,1.21,1643.0,Strength,26.9,3.1,2.0,2.0,21.72
56.0,Male,54.5,1.76,196.0,148.0,74.0,1.4,659.0,HIIT,32.1,2.8,4.0,2.0,27.02
33.0,Female,55.4,1.6,185.0,144.0,67.0,2.0,1015.0,HIIT,30.6,2.7,4.0,3.0,20.82
32.0,Male,85.7,1.53,185.0,133.0,52.0,1.02,1108.0,Cardio,24.0,3.4,3.0,3.0,14.19
34.0,Female,58.2,1.7,189.0,134.0,55.0,0.73,785.0,HIIT,24.0,1.6,4.0,2.0,12.46
30.0,Male,72.5,1.91,189.0,142.0,58.0,1.44,976.0,Cardio,28.2,3.6,2.0,2.0,26.6
26.0,Female,77.2,1.64,168.0,162.0,64.0,1.25,438.0,Strength,22.7,2.4,4.0,2.0,30.85
20.0,Male,90.3,1.68,169.0,135.0,59.0,1.1,758.0,Cardio,10.5,1.7,4.0,1.0,31.04
42.0,Female,95.2,1.76,178.0,158.0,56.0,1.21,770.0,Cardio,25.3,2.0,2.0,3.0,16.06
26.0,Male,75.0,1.91,181.0,168.0,74.0,1.1,943.0,HIIT,24.8,2.0,3.0,2.0,21.87
26.0,Male,61.5,1.51,185.0,155.0,74.0,1.35,1079.0,Cardio,31.4,3.4,4.0,2.0,21.29
28.0,Female,101.9,1.5,196.0,164.0,56.0,1.87,1211.0,\tCardio,23.8,3.2,2.0,2.0,15.07
54.0,Female,41.4,1.6,163.0,169.0,71.0,1.62,1385.0,Yoga,10.0,1.6,5.0,3.0,20.92
18.0,Male,71.3,1.78,167.0,129.0,72.0,0.86,1238.0,Strength,20.6,1.5,4.0,3.0,34.18
42.0,Male,46.2,1.72,167.0,130.0,69.0,1.19,945.0,HIIT,24.6,2.9,2.0,3.0,19.47
24.0,Male,64.0,1.83,187.0,155.0,74.0,1.79,406.0,Yoga,27.7,1.5,3.0,2.0,31.31
54.0,Male,47.2,1.75,160.0,134.0,68.0,1.18,1001.0,Yoga,23.9,1.9,4.0,1.0,20.0
53.0,Male,95.5,1.52,164.0,169.0,52.0,1.31,1009.0,Yoga,21.8,1.9,3.0,3.0,12.32
33.0,Female,40.0,1.79,194.0,162.0,60.0,1.39,1012.0,Cardio,23.7,2.8,4.0,2.0,13.81
52.0,Female,81.1,1.74,184.0,168.0,74.0,1.37,1080.0,Strength,23.6,3.4,5.0,1.0,12.32
51.0,Female,72.1,1.73,162.0,160.0,70.0,1.21,1186.0,Cardio,17.6,3.2,3.0,2.0,12.66
47.0,Male,100.5,1.56,185.0,133.0,64.0,0.87,872.0,Cardio,22.1,1.5,4.0,2.0,18.634999999999998
55.0,Female,129.9,1.89,177.0,157.0,66.0,0.81,1154.0,Cardio,15.2,2.4,4.0,2.0,20.1
28.0,Male,75.7,1.85,160.0,157.0,64.0,1.59,1179.0,Strength,29.7,1.5,3.0,2.0,37.5
18.0,Female,69.0,1.66,196.0,141.0,56.0,1.46,1251.0,Yoga,25.7,2.4,4.0,2.0,18.23
19.0,Male,72.5,1.73,184.0,135.0,71.0,1.12,1392.0,HIIT,11.9,3.5,3.0,1.0,29.87
30.0,Female,50.8,1.81,196.0,132.0,74.0,1.28,794.0,Yoga,14.5,3.2,3.0,3.0,22.58
40.0,Female,68.2,1.5,197.0,153.0,71.0,1.24,484.0,Cardio,24.1,3.5,4.0,2.0,12.45
49.0,Female,105.0,1.63,170.0,139.0,70.0,1.53,1065.0,Cardio,24.0,1.5,4.0,2.0,18.89
57.0,Female,129.9,1.88,162.0,148.0,56.0,1.71,1233.0,Strength,24.0,1.8,3.0,1.0,18.634999999999998
27.0,Female,61.1,1.59,181.0,139.0,68.0,1.09,669.0,Yoga,16.7,1.5,3.0,2.0,12.32
27.0,Male,65.5,1.81,176.0,169.0,64.0,1.37,1783.0,Yoga,28.5,1.5,3.0,3.0,16.6
50.0,Male,62.5,1.67,172.0,121.0,56.0,1.14,1415.0,Cardio,20.9,2.5,5.0,2.0,28.47
59.0,Male,62.4,1.71,197.0,146.0,74.0,1.47,705.0,Cardio,32.0,2.4,4.0,2.0,19.22
26.0,Male,72.4,1.68,196.0,169.0,53.0,2.0,1082.0,HIIT,29.8,2.5,2.0,3.0,21.68
55.0,Female,93.1,1.82,172.0,148.0,60.0,1.22,1039.0,HIIT,17.3,2.6,4.0,1.0,20.51
48.0,Female,122.3,1.71,183.0,120.0,63.0,0.79,992.0,Strength,10.0,2.6,4.0,1.0,18.9
29.0,Female,70.8,1.85,160.0,142.0,52.0,1.5,1624.0,\tYoga,14.2,3.5,2.0,3.0,15.46
52.0,Male,51.5,1.6,184.0,162.0,65.0,1.46,1339.0,Cardio,25.2,3.2,4.0,3.0,12.32
18.0,Female,57.1,1.61,198.0,129.0,66.0,0.94,1064.0,Cardio,31.7,2.4,2.0,3.0,19.32
36.0,Female,64.4,1.97,166.0,153.0,59.0,1.45,1132.0,HIIT,27.9,2.9,3.0,1.0,23.33
52.0,Male,63.0,1.72,184.0,131.0,54.0,1.48,804.0,Cardio,21.5,1.5,4.0,3.0,34.06
29.0,Male,77.2,1.89,192.0,152.0,58.0,2.0,858.0,HIIT,25.6,3.2,3.0,2.0,19.23
18.0,Female,40.0,1.66,190.0,147.0,50.0,1.6,1287.0,Cardio,27.6,1.9,5.0,3.0,22.99
30.0,Female,76.3,2.0,193.0,132.0,59.0,1.11,548.0,HIIT,34.9,3.2,3.0,1.0,17.54
